647 1
-2.13555 -2.13555 | 15.9465 
-2.19805 -2.07305 | 16.9572 
-2.07305 -2.07305 | 10.6648 
-1.95586 -2.05352 | 8.98446 
-1.94805 -2.19805 | 15.9477 
-1.81914 -2.03008 | 13.3997 
-1.84648 -1.95977 | 11.8703 
-1.94805 -1.94805 | 8.64592 
-1.7293 -1.83867 | 22.3807 
-1.88164 -1.77617 | 17.6985 
-2.19805 -1.69805 | 27.7148 
-2.19023 -1.45195 | 32.7855 
-1.96758 -1.44805 | 25.6469 
-1.72539 -1.43242 | 35.6809 
-1.69805 -1.69805 | 32.18 
-1.40898 -1.39727 | 40.3345 
-1.27227 -1.72539 | 27.5302 
-1.45195 -1.75664 | 34.3246 
-1.46367 -1.99492 | 25.8678 
-1.41289 -2.15898 | 29.7846 
-1.19805 -2.19805 | 19.8534 
-0.998828 -2.19805 | 12.6227 
-1.03008 -2.05742 | 6.11592 
-1.00664 -1.97539 | 5.0435 
-1.07695 -1.99883 | 6.30173 
-1.19805 -2.02227 | 12.4159 
-1.13555 -1.9207 | 9.607 
-1.16289 -1.77617 | 17.666 
-1.02227 -1.80352 | 11.0959 
-0.955859 -1.83477 | 9.58444 
-0.971484 -1.90898 | 6.33917 
-0.854297 -1.8543 | 11.98 
-0.862109 -1.74492 | 17.6312 
-0.795703 -1.86602 | 14.622 
-0.764453 -2.02227 | 13.8648 
-0.908984 -2.0418 | 6.92913 
-0.897266 -2.14727 | 11.4119 
-0.717578 -2.1668 | 22.2401 
-0.491016 -2.17461 | 30.3923 
-0.428516 -2.00273 | 23.2042 
-0.416797 -1.72148 | 33.5837 
-0.694141 -1.6707 | 31.49 
-0.416797 -1.32695 | 35.2478 
-0.533984 -1.26445 | 32.5637 
-0.764453 -1.26836 | 22.4373 
-0.815234 -1.49883 | 28.9258 
-1.0457 -1.45586 | 23.2404 
-1.17852 -1.39336 | 26.8263 
-1.19805 -1.19805 | 16.4573 
-1.01445 -1.19805 | 9.29899 
-1.02227 -1.08086 | 3.57406 
-1.06523 -1.08477 | 4.52485 
-1.03008 -1.06523 | 3.20215 
-0.994922 -1.03789 | 2.35424 
